name,site,subtypes,category,type,phone,full_address,street,city,postal_code,state,us_state,country_code,latitude,longitude,rating,reviews,reviews_link,photos_count,photo,street_view,working_hours,working_hours_old_format,business_status,about,logo,owner_link,location_link,location_reviews_link,place_id
Dollar General,https://www.dollargeneral.com/store-directory/al/goodwater/9841,"Dollar store, Convenience store, Discount store, Drug store, Grocery store, Produce market",Dollar store,Dollar store,+1 256-743-3200,"22108 AL-9, Goodwater, AL 35072",22108 AL-9,Goodwater,35072,Alabama,Alabama,US,"33,0588321","-86,0535578","3,9",191,"https://search.google.com/local/reviews?placeid=ChIJ3xCX_Kz3i4gRrE4rU25Au2Y&q=pet+groomer,+35072,+Goodwater,+AL,+US&authuser=0&hl=en&gl=US",39,https://lh3.googleusercontent.com/p/AF1QipOx3SstBItpZGaFYQG509qzB1mw4WZrsK8lBlE7=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOx3SstBItpZGaFYQG509qzB1mw4WZrsK8lBlE7=w1600-h1000-k-no,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""8AM-10PM""}",Monday:8AM-10PM|Tuesday:8AM-10PM|Wednesday:8AM-10PM|Thursday:8AM-10PM|Friday:8AM-10PM|Saturday:8AM-10PM|Sunday:8AM-10PM,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Onsite services"": true, ""Delivery"": false, ""Same-day delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true, ""SNAP/EBT"": true}}",https://lh3.googleusercontent.com/-QkRQY5Ap5rM/AAAAAAAAAAI/AAAAAAAAAAA/zcmmPOLm9cY/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/106787265688496724887,"https://www.google.com/maps/place/Dollar+General/@33.0588321,-86.0535578,14z/data=!4m8!1m2!2m1!1sDollar+General!3m4!1s0x888bf7acfc9710df:0x66bb406e532b4eac!8m2!3d33.0588321!4d-86.0535578","https://www.google.com/maps/place/Dollar+General/@33.0588321,-86.0535578,13.99z/data=!4m16!1m7!3m6!1s0x888bf7acfc9710df:0x66bb406e532b4eac!2sDollar+General!8m2!3d33.0588321!4d-86.0535578!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888bf7acfc9710df:0x66bb406e532b4eac!8m2!3d33.0588321!4d-86.0535578!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ3xCX_Kz3i4gRrE4rU25Au2Y
"WagginTails Grooming Salon, LLC.",https://waggintailsgrooming.propetware.com/,Pet groomer,Pet groomer,Pet groomer,+1 205-394-6467,"16096 AL-216, Brookwood, AL 35444",16096 AL-216,Brookwood,35444,Alabama,Alabama,US,"33,2607811","-87,3157069",5,14,"https://search.google.com/local/reviews?placeid=ChIJww4rgk27iIgRmrG6nBxKKb4&q=pet+groomer,+35074,+Green+Pond,+AL,+US&authuser=0&hl=en&gl=US",44,https://lh3.googleusercontent.com/p/AF1QipMMd-7Sj4IuwY-D7_CM4gugB-HewkX_08YJ6pS9=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMMd-7Sj4IuwY-D7_CM4gugB-HewkX_08YJ6pS9=w1600-h1000-k-no,"{""Monday"": ""7:30AM-3:30PM"", ""Tuesday"": ""7:30AM-3:30PM"", ""Wednesday"": ""7:30AM-3:30PM"", ""Thursday"": ""7:30AM-3:30PM"", ""Friday"": ""7:30AM-3:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7:30AM-3:30PM|Tuesday:7:30AM-3:30PM|Wednesday:7:30AM-3:30PM|Thursday:7:30AM-3:30PM|Friday:7:30AM-3:30PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}}",https://lh5.googleusercontent.com/-XXTTdoZR84c/AAAAAAAAAAI/AAAAAAAAAAA/d0_52RIMgu0/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/105692653784315559636,"https://www.google.com/maps/place/WagginTails+Grooming+Salon%2C+LLC./@33.260781099999996,-87.3157069,14z/data=!4m8!1m2!2m1!1sWagginTails+Grooming+Salon%2C+LLC.!3m4!1s0x8888bb4d822b0ec3:0xbe294a1c9cbab19a!8m2!3d33.260781099999996!4d-87.3157069","https://www.google.com/maps/place/WagginTails+Grooming+Salon%2C+LLC./@33.260781099999996,-87.3157069,13.99z/data=!4m16!1m7!3m6!1s0x8888bb4d822b0ec3:0xbe294a1c9cbab19a!2sWagginTails+Grooming+Salon%2C+LLC.!8m2!3d33.260781099999996!4d-87.3157069!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8888bb4d822b0ec3:0xbe294a1c9cbab19a!8m2!3d33.260781099999996!4d-87.3157069!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJww4rgk27iIgRmrG6nBxKKb4
"Furry Tails Grooming, LLC",http://furrytailsgrooming.godaddysites.com/,Pet groomer,Pet groomer,Pet groomer,+1 256-651-7327,"173 Tina Ln, New Hope, AL 35760",173 Tina Ln,New Hope,35760,Alabama,Alabama,US,"34,572135","-86,4033452","4,9",13,"https://search.google.com/local/reviews?placeid=ChIJDSzVzJQFYogRpTg65NBE1k0&q=pet+groomer,+35074,+Green+Pond,+AL,+US&authuser=0&hl=en&gl=US",28,https://lh3.googleusercontent.com/p/AF1QipPz5idRZpd7L5hQZ5zUebKdTre-onEhXpXoMej9=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPz5idRZpd7L5hQZ5zUebKdTre-onEhXpXoMej9=w1600-h1000-k-no,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-2PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-4PM|Tuesday:8AM-2PM|Wednesday:8AM-4PM|Thursday:8AM-4PM|Friday:8AM-4PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh4.googleusercontent.com/-Se5M2-EYyO8/AAAAAAAAAAI/AAAAAAAAAAA/_9-lUX6WMhw/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/116830418216548655513,"https://www.google.com/maps/place/Furry+Tails+Grooming%2C+LLC/@34.572134999999996,-86.40334519999999,14z/data=!4m8!1m2!2m1!1sFurry+Tails+Grooming%2C+LLC!3m4!1s0x88620594ccd52c0d:0x4dd644d0e43a38a5!8m2!3d34.572134999999996!4d-86.40334519999999","https://www.google.com/maps/place/Furry+Tails+Grooming%2C+LLC/@34.572134999999996,-86.40334519999999,13.99z/data=!4m16!1m7!3m6!1s0x88620594ccd52c0d:0x4dd644d0e43a38a5!2sFurry+Tails+Grooming%2C+LLC!8m2!3d34.572134999999996!4d-86.40334519999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88620594ccd52c0d:0x4dd644d0e43a38a5!8m2!3d34.572134999999996!4d-86.40334519999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJDSzVzJQFYogRpTg65NBE1k0
Paws and Claws,,Pet groomer,Pet groomer,Pet groomer,,"7460 Martin Rd, Adger, AL 35006",7460 Martin Rd,Adger,35006,Alabama,Alabama,US,"33,3763366","-87,0898534",5,32,"https://search.google.com/local/reviews?placeid=ChIJHTcdgO7CiIgRd5b5M_k2kRA&q=pet+groomer,+35074,+Green+Pond,+AL,+US&authuser=0&hl=en&gl=US",4,https://lh3.googleusercontent.com/p/AF1QipNwExTgfjw7W4l8LX_Pdh4WE152sSeO2CkVJLjZ=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNwExTgfjw7W4l8LX_Pdh4WE152sSeO2CkVJLjZ=w1600-h1000-k-no,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,"https://www.google.com/maps/place/Paws+and+Claws/@33.3763366,-87.0898534,14z/data=!4m8!1m2!2m1!1sPaws+and+Claws!3m4!1s0x8888c2ee801d371d:0x109136f933f99677!8m2!3d33.3763366!4d-87.0898534","https://www.google.com/maps/place/Paws+and+Claws/@33.3763366,-87.0898534,13.99z/data=!4m16!1m7!3m6!1s0x8888c2ee801d371d:0x109136f933f99677!2sPaws+and+Claws!8m2!3d33.3763366!4d-87.0898534!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8888c2ee801d371d:0x109136f933f99677!8m2!3d33.3763366!4d-87.0898534!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJHTcdgO7CiIgRd5b5M_k2kRA
Camp Scotty,https://www.campscotty.com/,"Pet groomer, Dog day care center, Pet sitter, Pet trainer",Dog day care center,Pet groomer,+1 205-685-8882,"2785 Pelham Pkwy, Pelham, AL 35124",2785 Pelham Pkwy,Pelham,35124,Alabama,Alabama,US,"33,3097564","-86,8026872","4,7",253,"https://search.google.com/local/reviews?placeid=ChIJIzjccPUjiYgR_x59BuJPWEk&q=pet+groomer,+35074,+Green+Pond,+AL,+US&authuser=0&hl=en&gl=US",56,https://lh3.googleusercontent.com/p/AF1QipNdkGS7i33fLwjkE9NIa2KAUJa6ELKGmceh1XU9=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNdkGS7i33fLwjkE9NIa2KAUJa6ELKGmceh1XU9=w1600-h1000-k-no,"{""Monday"": ""7AM-7PM"", ""Tuesday"": ""7AM-7PM"", ""Wednesday"": ""7AM-7PM"", ""Thursday"": ""7AM-7PM"", ""Friday"": ""7AM-7PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""7AM-7PM""}",Monday:7AM-7PM|Tuesday:7AM-7PM|Wednesday:7AM-7PM|Thursday:7AM-7PM|Friday:7AM-7PM|Saturday:7AM-7PM|Sunday:7AM-7PM,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}}",https://lh3.googleusercontent.com/-HPkM0sX4BFA/AAAAAAAAAAI/AAAAAAAAAAA/65UW8kkUWW4/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/101429125145908064516,"https://www.google.com/maps/place/Camp+Scotty/@33.3097564,-86.8026872,14z/data=!4m8!1m2!2m1!1sCamp+Scotty!3m4!1s0x888923f570dc3823:0x49584fe2067d1eff!8m2!3d33.3097564!4d-86.8026872","https://www.google.com/maps/place/Camp+Scotty/@33.3097564,-86.8026872,13.99z/data=!4m16!1m7!3m6!1s0x888923f570dc3823:0x49584fe2067d1eff!2sCamp+Scotty!8m2!3d33.3097564!4d-86.8026872!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888923f570dc3823:0x49584fe2067d1eff!8m2!3d33.3097564!4d-86.8026872!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJIzjccPUjiYgR_x59BuJPWEk
Ruff Kutts,,Pet groomer,Pet groomer,Pet groomer,+1 256-404-1012,"39658 AL-25, Harpersville, AL 35078",39658 AL-25,Harpersville,35078,Alabama,Alabama,US,"33,3461831","-86,4361673","4,8",40,"https://search.google.com/local/reviews?placeid=ChIJp7v0TgdBiYgROGAn_3M244g&q=pet+groomer,+35078,+Harpersville,+AL,+US&authuser=0&hl=en&gl=US",4,https://lh3.googleusercontent.com/p/AF1QipO28g8MFmZDHjGf6AcpugaXPR9AzwMkDC9T2GVo=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipO28g8MFmZDHjGf6AcpugaXPR9AzwMkDC9T2GVo=w1600-h1000-k-no,"{""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:7:30AM-4:30PM|Tuesday:7:30AM-4:30PM|Wednesday:7:30AM-4:30PM|Thursday:7:30AM-4:30PM|Friday:7:30AM-4:30PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,"https://www.google.com/maps/place/Ruff+Kutts/@33.3461831,-86.4361673,14z/data=!4m8!1m2!2m1!1sRuff+Kutts!3m4!1s0x888941074ef4bba7:0x88e33673ff276038!8m2!3d33.3461831!4d-86.4361673","https://www.google.com/maps/place/Ruff+Kutts/@33.3461831,-86.4361673,13.99z/data=!4m16!1m7!3m6!1s0x888941074ef4bba7:0x88e33673ff276038!2sRuff+Kutts!8m2!3d33.3461831!4d-86.4361673!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888941074ef4bba7:0x88e33673ff276038!8m2!3d33.3461831!4d-86.4361673!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJp7v0TgdBiYgROGAn_3M244g
The Groom Room @ World Class Kennels,,"Pet groomer, Pet boarding service",Pet groomer,Pet groomer,+1 205-601-7766,"1815 Klein Rd, Harpersville, AL 35078",1815 Klein Rd,Harpersville,35078,Alabama,Alabama,US,"33,2888703","-86,4198776",5,7,"https://search.google.com/local/reviews?placeid=ChIJv4IjTMNFiYgRKBzLGAbob9I&q=pet+groomer,+35078,+Harpersville,+AL,+US&authuser=0&hl=en&gl=US",18,https://lh3.googleusercontent.com/p/AF1QipN_rU_NsUSqQN5N6890MV5EowgH0yAUzdm2IolU=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipN_rU_NsUSqQN5N6890MV5EowgH0yAUzdm2IolU=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""Closed"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:Closed|Wednesday:8AM-5PM|Thursday:Closed|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English""}, ""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Assistive hearing loop"": false, ""Wheelchair accessible seating"": false}, ""Other"": {""Identifies as women-owned"": true}}",https://lh6.googleusercontent.com/-F6CSUsjeRSY/AAAAAAAAAAI/AAAAAAAAAAA/KicSyR3E5AQ/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/105474025722773552804,"https://www.google.com/maps/place/The+Groom+Room+%40+World+Class+Kennels/@33.2888703,-86.41987759999999,14z/data=!4m8!1m2!2m1!1sThe+Groom+Room+%40+World+Class+Kennels!3m4!1s0x888945c34c2382bf:0xd26fe80618cb1c28!8m2!3d33.2888703!4d-86.41987759999999","https://www.google.com/maps/place/The+Groom+Room+%40+World+Class+Kennels/@33.2888703,-86.41987759999999,13.99z/data=!4m16!1m7!3m6!1s0x888945c34c2382bf:0xd26fe80618cb1c28!2sThe+Groom+Room+%40+World+Class+Kennels!8m2!3d33.2888703!4d-86.41987759999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888945c34c2382bf:0xd26fe80618cb1c28!8m2!3d33.2888703!4d-86.41987759999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJv4IjTMNFiYgRKBzLGAbob9I
World Class Kennels,https://worldclasskennels.com/,"Pet groomer, Kennel",Kennel,Pet groomer,+1 205-672-2599,"1815 Klein Rd, Harpersville, AL 35078",1815 Klein Rd,Harpersville,35078,Alabama,Alabama,US,"33,2888526","-86,4200592","4,8",106,"https://search.google.com/local/reviews?placeid=ChIJkWndCK5EiYgR-2VxM7ftbnM&q=pet+groomer,+35078,+Harpersville,+AL,+US&authuser=0&hl=en&gl=US",3,https://lh3.googleusercontent.com/p/AF1QipObIyu2qckTtIHtJy66F4WUptViwQPL6svttGzE=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipObIyu2qckTtIHtJy66F4WUptViwQPL6svttGzE=w1600-h1000-k-no,"{""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""12-5PM""}",Monday:8AM-4:30PM|Tuesday:8AM-4:30PM|Wednesday:8AM-4:30PM|Thursday:8AM-4:30PM|Friday:8AM-4:30PM|Saturday:8AM-12PM|Sunday:12-5PM,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh5.googleusercontent.com/-365ww0NNlmY/AAAAAAAAAAI/AAAAAAAAAAA/fx5FiHbWhgk/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/104715419842433370859,"https://www.google.com/maps/place/World+Class+Kennels/@33.2888526,-86.4200592,14z/data=!4m8!1m2!2m1!1sWorld+Class+Kennels!3m4!1s0x888944ae08dd6991:0x736eedb7337165fb!8m2!3d33.2888526!4d-86.4200592","https://www.google.com/maps/place/World+Class+Kennels/@33.2888526,-86.4200592,13.99z/data=!4m16!1m7!3m6!1s0x888944ae08dd6991:0x736eedb7337165fb!2sWorld+Class+Kennels!8m2!3d33.2888526!4d-86.4200592!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888944ae08dd6991:0x736eedb7337165fb!8m2!3d33.2888526!4d-86.4200592!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJkWndCK5EiYgR-2VxM7ftbnM
Husky Tails Dog Grooming,http://huskytailsgrooming.com/,Pet groomer,Pet groomer,Pet groomer,+1 205-624-3207,"3871 Helena Rd, Helena, AL 35080",3871 Helena Rd,Helena,35080,Alabama,Alabama,US,"33,294171","-86,8437769","4,4",77,"https://search.google.com/local/reviews?placeid=ChIJDbNzLPsniYgRfG9EJRi8PnQ&q=pet+groomer,+35080,+Helena,+AL,+US&authuser=0&hl=en&gl=US",61,https://lh3.googleusercontent.com/p/AF1QipOBxD1mfqJkKk_e_VmiFa7wmZYWXHIMJixt7T_t=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOBxD1mfqJkKk_e_VmiFa7wmZYWXHIMJixt7T_t=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Service options"": {""Language assistance"": ""English, Filipino""}, ""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh5.googleusercontent.com/-hN9LVSYd2l4/AAAAAAAAAAI/AAAAAAAAAAA/pfVY_Y3praM/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/108071245079548144914,"https://www.google.com/maps/place/Husky+Tails+Dog+Grooming/@33.294171,-86.8437769,14z/data=!4m8!1m2!2m1!1sHusky+Tails+Dog+Grooming!3m4!1s0x888927fb2c73b30d:0x743ebc1825446f7c!8m2!3d33.294171!4d-86.8437769","https://www.google.com/maps/place/Husky+Tails+Dog+Grooming/@33.294171,-86.8437769,13.99z/data=!4m16!1m7!3m6!1s0x888927fb2c73b30d:0x743ebc1825446f7c!2sHusky+Tails+Dog+Grooming!8m2!3d33.294171!4d-86.8437769!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888927fb2c73b30d:0x743ebc1825446f7c!8m2!3d33.294171!4d-86.8437769!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJDbNzLPsniYgRfG9EJRi8PnQ
Helena Dog House,https://www.helenadoghouse.com/,"Pet groomer, Pet boarding service",Pet boarding service,Pet groomer,+1 205-624-3425,"97 Ace Pl, Helena, AL 35080",97 Ace Pl,Helena,35080,Alabama,Alabama,US,"33,2810885","-86,8544272","4,7",70,"https://search.google.com/local/reviews?placeid=ChIJizkQeuYmiYgRzNJOPk4NfO8&q=pet+groomer,+35080,+Helena,+AL,+US&authuser=0&hl=en&gl=US",12,https://lh3.googleusercontent.com/p/AF1QipPeNoBMe-b7S-YplhnW55ZwoFmjHUkJic-Hfvmy=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipPeNoBMe-b7S-YplhnW55ZwoFmjHUkJic-Hfvmy=w1600-h1000-k-no,"{""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""8AM-3PM"", ""Sunday"": ""4-6PM""}",Monday:7AM-6PM|Tuesday:7AM-6PM|Wednesday:7AM-6PM|Thursday:7AM-6PM|Friday:7AM-6PM|Saturday:8AM-3PM|Sunday:4-6PM,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh3.googleusercontent.com/-fJzYmS7x5ZI/AAAAAAAAAAI/AAAAAAAAAAA/5KDjp0iGjBc/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/103130805219527826287,"https://www.google.com/maps/place/Helena+Dog+House/@33.281088499999996,-86.85442719999999,14z/data=!4m8!1m2!2m1!1sHelena+Dog+House!3m4!1s0x888926e67a10398b:0xef7c0d4e3e4ed2cc!8m2!3d33.281088499999996!4d-86.85442719999999","https://www.google.com/maps/place/Helena+Dog+House/@33.281088499999996,-86.85442719999999,13.99z/data=!4m16!1m7!3m6!1s0x888926e67a10398b:0xef7c0d4e3e4ed2cc!2sHelena+Dog+House!8m2!3d33.281088499999996!4d-86.85442719999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888926e67a10398b:0xef7c0d4e3e4ed2cc!8m2!3d33.281088499999996!4d-86.85442719999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJizkQeuYmiYgRzNJOPk4NfO8
Southern Star Pet Grooming and Boarding,http://www.southernstarboard.com/,"Pet groomer, Dog day care center, Pet boarding service",Pet groomer,Pet groomer,+1 256-215-5586,"10390 AL-259, Alexander City, AL 35010",10390 AL-259,Alexander City,35010,Alabama,Alabama,US,"32,8859051","-86,0156446","4,9",65,"https://search.google.com/local/reviews?placeid=ChIJOduulBIMjIgRMdSj3hnVcKY&q=pet+groomer,+35082,+Hollins,+AL,+US&authuser=0&hl=en&gl=US",50,https://lh3.googleusercontent.com/p/AF1QipPIeumvmCLLSVFqKHm35Z-JVkNI2yEEEPMfTRxx=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3Q9M8wYxStQka4xV_cUrLw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=133.38867&pitch=0&thumbfov=100,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8-9AM,4-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8-9AM,4-5PM"", ""Sunday"": ""4-5PM""}","Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8-9AM,4-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8-9AM,4-5PM|Sunday:4-5PM",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",https://lh5.googleusercontent.com/-TtSONWzQI1s/AAAAAAAAAAI/AAAAAAAAAAA/2fD_u2CAqh8/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/109087919867734286273,"https://www.google.com/maps/place/Southern+Star+Pet+Grooming+and+Boarding/@32.885905099999995,-86.0156446,14z/data=!4m8!1m2!2m1!1sSouthern+Star+Pet+Grooming+and+Boarding!3m4!1s0x888c0c1294aedb39:0xa670d519dea3d431!8m2!3d32.885905099999995!4d-86.0156446","https://www.google.com/maps/place/Southern+Star+Pet+Grooming+and+Boarding/@32.885905099999995,-86.0156446,13.99z/data=!4m16!1m7!3m6!1s0x888c0c1294aedb39:0xa670d519dea3d431!2sSouthern+Star+Pet+Grooming+and+Boarding!8m2!3d32.885905099999995!4d-86.0156446!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888c0c1294aedb39:0xa670d519dea3d431!8m2!3d32.885905099999995!4d-86.0156446!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJOduulBIMjIgRMdSj3hnVcKY
Canine Corner Grooming,,Pet groomer,Pet groomer,Pet groomer,+1 256-640-1395,"11343 AL-67, Joppa, AL 35087",11343 AL-67,Joppa,35087,Alabama,Alabama,US,"34,3310528","-86,6078963","4,3",35,"https://search.google.com/local/reviews?placeid=ChIJC7ohBKfdiYgR6IBVat72tRQ&q=pet+groomer,+35087,+Joppa,+AL,+US&authuser=0&hl=en&gl=US",27,https://lh3.googleusercontent.com/p/AF1QipOJnIHFIAtXqI7F00kvRJicwO4SppljQl5GFoAo=w800-h500-k-no,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=emy1OlWw9fqZ9UIQc3fdeg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=251.60684&pitch=0&thumbfov=100,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-12PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-12PM|Saturday:8AM-12PM|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh4.googleusercontent.com/-h3nGoyO5aio/AAAAAAAAAAI/AAAAAAAAAAA/Hev9ovJfb78/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/102477578200505415418,"https://www.google.com/maps/place/Canine+Corner+Grooming/@34.3310528,-86.6078963,14z/data=!4m8!1m2!2m1!1sCanine+Corner+Grooming!3m4!1s0x8889dda70421ba0b:0x14b5f6de6a5580e8!8m2!3d34.3310528!4d-86.6078963","https://www.google.com/maps/place/Canine+Corner+Grooming/@34.3310528,-86.6078963,13.99z/data=!4m16!1m7!3m6!1s0x8889dda70421ba0b:0x14b5f6de6a5580e8!2sCanine+Corner+Grooming!8m2!3d34.3310528!4d-86.6078963!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889dda70421ba0b:0x14b5f6de6a5580e8!8m2!3d34.3310528!4d-86.6078963!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJC7ohBKfdiYgR6IBVat72tRQ
